Profile Name,Esn,Device Type,Acct First Playback Date,Acct Last Playback Date,Acct First Playback Date For User Generated Plays,Acct Last Playback Date For User Generated Plays,Profile First Playback Date,Profile Last Playback Date,Profile First Playback Date For User Generated Plays,Profile Last Playback Date For User Generated Plays,Deactivation Time
nergiz,NFCDCH-02-KHKQ8A2Y0J3VKTKM7TLL5UTETNMM4U,Chrome PC (Cadmium),2023-09-19T08:35:40.627,2023-09-19T11:07:16.184,2023-09-19T08:35:40.627,2023-09-19T11:07:16.184,2023-09-19T08:35:40.627,2023-09-19T11:07:16.184,2023-09-19T08:35:40.627,2023-09-19T11:07:16.184,
nergiz,NFCDCH-02-KH8LY0J65FP1T4CVNWWAC2923EJKAX,Chrome PC (Cadmium),2023-09-15T12:37:47.592,2023-09-15T20:12:43.900,2023-09-15T12:37:47.592,2023-09-15T20:12:43.900,2023-09-15T12:37:47.592,2023-09-15T20:12:43.900,2023-09-15T12:37:47.592,2023-09-15T20:12:43.900,
nergiz,NFCDCH-02-KH0CN46Q8AP16M5TUPA23Y3XPM20N9,Chrome PC (Cadmium),2023-09-12T09:26:43.630,2023-09-12T11:21:53.316,2023-09-12T09:26:43.630,2023-09-12T11:21:53.316,2023-09-12T09:26:43.630,2023-09-12T11:21:53.316,2023-09-12T09:26:43.630,2023-09-12T11:21:53.316,
nergiz,NFCDCH-02-KGXT7ZKEL30Q42U4TU1XE0L76XPL39,Chrome PC (Cadmium),2023-09-11T10:03:50.888,2023-09-11T11:17:17.678,2023-09-11T10:06:29.478,2023-09-11T11:17:17.678,2023-09-11T10:03:50.888,2023-09-11T11:17:17.678,2023-09-11T10:06:29.478,2023-09-11T11:17:17.678,
nergiz,NFCDCH-02-KEYQM6TWUA1V3FC75FEAPGE69FG87A,Chrome PC (Cadmium),2023-08-18T12:07:18.940,2023-08-18T19:40:42.244,2023-08-18T12:07:53.985,2023-08-18T16:42:18.987,2023-08-18T12:07:18.940,2023-08-18T19:40:42.244,2023-08-18T12:07:53.985,2023-08-18T16:42:18.987,
nergiz,NFCDCH-02-KE9CUUYCX2M9FL8YGA4GTNQMRP64VU,Chrome PC (Cadmium),2023-08-10T09:36:04.004,2023-08-10T10:19:56.432,2023-08-10T09:36:04.004,2023-08-10T09:36:04.004,2023-08-10T09:36:04.004,2023-08-10T10:19:56.432,2023-08-10T09:36:04.004,2023-08-10T09:36:04.004,
nergiz,NFCDCH-02-KE6YNGC7P4QVK0YTVWGYKX673R1RYC,Chrome PC (Cadmium),2023-08-09T11:49:09.468,2023-08-09T11:51:33.392,2023-08-09T11:49:34.303,2023-08-09T11:51:33.392,2023-08-09T11:49:09.468,2023-08-09T11:51:33.392,2023-08-09T11:49:34.303,2023-08-09T11:51:33.392,
nergiz,NFCDCH-02-KE11T5M6C18C6F0N0E0KUQV0NM9LW3,Chrome PC (Cadmium),2023-08-07T05:55:39.211,2023-08-07T07:45:48.244,2023-08-07T05:55:39.211,2023-08-07T07:45:48.244,2023-08-07T05:55:39.211,2023-08-07T07:45:48.244,2023-08-07T05:55:39.211,2023-08-07T07:45:48.244,
nergiz,NFCDCH-02-KDQ3A7CKPL2LEFN5T8W9VRF052U31J,Chrome PC (Cadmium),2023-08-03T11:20:46.796,2023-08-03T11:22:30.297,2023-08-03T11:20:46.796,2023-08-03T11:22:30.297,2023-08-03T11:20:46.796,2023-08-03T11:22:30.297,2023-08-03T11:20:46.796,2023-08-03T11:22:30.297,
nergiz,NFCDCH-02-KCTFE0DF3XMUT63CRUDKFE0VH6RLT3,Chrome PC (Cadmium),2023-07-23T05:25:40.448,2023-07-23T19:38:53.631,2023-07-23T05:25:40.448,2023-07-23T19:38:53.631,2023-07-23T05:25:40.448,2023-07-23T19:38:53.631,2023-07-23T05:25:40.448,2023-07-23T19:38:53.631,
eren,NFAPPL-01-IPAD12=1-28A576F492E06E8D0B24ABE5A704EAA2E987481C4AF2DD0E809FE30583876222,Apple iPad 10.2 inch 9th Gen Wi-Fi,2021-12-22T14:57:35.415,2023-09-20T19:46:12.712,2021-12-22T14:57:35.415,2023-09-20T19:46:12.712,2022-07-03T14:51:16.404,2023-07-21T15:07:25.396,2022-07-03T14:51:16.404,2023-07-21T15:07:25.396,
nergiz,NFCDCH-02-KAZQKX62YP385D6566RPRWGJQHM8WD,Chrome PC (Cadmium),2023-07-13T11:22:40.537,2023-07-13T11:22:40.537,2023-07-13T11:22:40.537,2023-07-13T11:22:40.537,2023-07-13T11:22:40.537,2023-07-13T11:22:40.537,2023-07-13T11:22:40.537,2023-07-13T11:22:40.537,
nergiz,NFCDCH-02-KAUDY94NXF6YGU0YU6143RCALFLX5H,Chrome PC (Cadmium),2023-07-11T10:50:56.012,2023-07-11T11:26:04.575,2023-07-11T10:51:17.768,2023-07-11T11:26:04.575,2023-07-11T10:50:56.012,2023-07-11T11:26:04.575,2023-07-11T10:51:17.768,2023-07-11T11:26:04.575,
nergiz,NFCDCH-02-K5A7E2KULWNCNALG06MHC22DR2WRVF,Chrome PC (Cadmium),2023-05-05T15:17:37.905,2023-07-10T11:43:34.164,2023-05-05T15:17:46.636,2023-07-10T11:43:34.164,2023-05-05T15:17:37.905,2023-07-10T11:43:34.164,2023-05-05T15:17:46.636,2023-07-10T11:43:34.164,
mehmet,NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,2021-12-11T20:38:10.689,2023-12-10T20:12:11.059,2021-12-11T20:38:10.689,2023-12-10T20:12:11.059,2021-12-15T14:39:22.895,2023-07-06T18:38:55.240,2021-12-15T14:39:22.895,2023-07-06T18:38:55.240,
mehmet,NFAPPL-01-IPAD12=1-28A576F492E06E8D0B24ABE5A704EAA2E987481C4AF2DD0E809FE30583876222,Apple iPad 10.2 inch 9th Gen Wi-Fi,2021-12-22T14:57:35.415,2023-09-20T19:46:12.712,2021-12-22T14:57:35.415,2023-09-20T19:46:12.712,2022-07-16T10:45:12.328,2023-07-05T21:31:56.049,2022-07-16T10:45:12.328,2023-07-05T21:31:56.049,
nergiz,NFAPPL-02-IPHONE12=8-6CE3292B797C5CE7FC18DE76A349E6FD70B55431ACC1EDED8B9CE434807A0FED,Apple iPhone SE Gen 2 iPhone,2021-12-10T13:20:19.865,2023-07-03T07:55:07.040,2021-12-16T15:42:31.732,2023-04-26T19:57:14.366,2021-12-16T15:42:31.732,2023-07-03T07:55:07.040,2021-12-16T15:42:31.732,2023-04-26T19:57:14.366,
eren,NFAPPL-02-IPHONE12=1-99D91FC439DFE9C725128390466C03F45BA6AD65A14AF2405A7D532BEE6755F8,Apple iPhone 11,2021-06-25T15:15:31.164,2023-05-13T04:00:05.988,2022-01-02T13:57:58.972,2023-05-13T04:00:05.988,2021-06-25T15:15:31.164,2023-05-13T04:00:05.988,2022-01-02T13:57:58.972,2023-05-13T04:00:05.988,
nergiz,NFCDCH-02-K1EDVY9R5LVV7E1HVDD139LCH7JU7J,Chrome PC (Cadmium),2023-03-19T08:21:57.468,2023-03-19T16:58:07.576,2023-03-19T08:21:57.468,2023-03-19T16:58:07.576,2023-03-19T08:21:57.468,2023-03-19T16:58:07.576,2023-03-19T08:21:57.468,2023-03-19T16:58:07.576,
nergiz,NFCDCH-02-JYZMP7NVMD0CTJ22AP7N1ATA67QD5C,Chrome PC (Cadmium),2023-02-17T19:20:39.928,2023-02-17T20:07:31.752,2023-02-17T19:22:07.883,2023-02-17T20:07:31.752,2023-02-17T19:20:39.928,2023-02-17T20:07:31.752,2023-02-17T19:22:07.883,2023-02-17T20:07:31.752,
thanks bro,NFAPPL-02-IPHONE12=1-5628C974B4EE229941516F260085AAF8C618119ECD1129B7BFD8348A7AC20225,Apple iPhone 11,2021-12-12T18:34:31.070,2023-02-10T06:58:02.190,2021-12-12T18:34:31.070,2023-01-25T19:26:44.243,2021-12-12T18:34:31.070,2023-02-10T06:58:02.190,2021-12-12T18:34:31.070,2023-01-25T19:26:44.243,
mehmet,NFUWA-001-3B354A89C7FE6AA8DAD9C66A807007C75D8DE777E36A2B4642EFB909696EF068,Netflix Windows App - Cadmium Windows Mobile,2021-09-15T22:36:11.912,2023-10-08T13:32:16.383,2021-12-11T18:26:50.896,2023-10-08T13:32:16.383,2021-12-11T20:38:03.505,2023-01-26T19:36:33.668,2021-12-11T20:38:03.505,2023-01-19T21:53:08.484,
nergiz,NFUWA-001-3B354A89C7FE6AA8DAD9C66A807007C75D8DE777E36A2B4642EFB909696EF068,Netflix Windows App - Cadmium Windows Mobile,2021-09-15T22:36:11.912,2023-10-08T13:32:16.383,2021-12-11T18:26:50.896,2023-10-08T13:32:16.383,2022-07-24T20:19:21.747,2023-01-11T20:03:12.488,2022-07-24T20:19:21.747,2023-01-11T20:03:12.488,
nergiz,NFCDCH-02-JV2KAGQ26HH4L24R0C4JHUVWPPEPUX,Chrome PC (Cadmium),2023-01-01T08:52:18.852,2023-01-01T16:41:53.816,2023-01-01T08:52:18.852,2023-01-01T16:41:53.816,2023-01-01T08:52:18.852,2023-01-01T16:41:53.816,2023-01-01T08:52:18.852,2023-01-01T16:41:53.816,
thanks bro,NFCDCH-02-JLPM28E9GF1A2L07HW9GKC39CYK0R5,Chrome PC (Cadmium),2022-10-03T21:34:06.191,2022-11-06T11:45:44.515,2022-10-04T21:36:00.136,2022-11-06T11:45:44.515,2022-10-03T21:34:06.191,2022-11-06T11:45:44.515,2022-10-04T21:36:00.136,2022-11-06T11:45:44.515,
thanks bro,NFCDCH-02-J7Z8VYGVJAVR6M57FFJYH2J8TR3TY1,Chrome PC (Cadmium),2022-05-14T23:57:59.704,2022-09-13T21:22:51.888,2022-05-14T23:57:59.704,2022-09-13T21:22:51.888,2022-05-14T23:57:59.704,2022-09-13T21:22:51.888,2022-05-14T23:57:59.704,2022-09-13T21:22:51.888,
thanks bro,NFANDROID1-PRV-P-HUAWEBLA-L09-7440-0148B5F72AADCC41D3838F03B8452713723914BBCFF608D03AEC948F0A5E5ED01,DefaultWidevineAndroidPhone,2022-01-09T18:08:22.339,2022-08-13T16:43:08.409,2022-01-09T18:08:22.339,2022-08-13T16:43:08.409,2022-01-09T18:08:22.339,2022-08-13T16:43:08.409,2022-01-09T18:08:22.339,2022-08-13T16:43:08.409,
thanks bro,NFCDCH-02-FHYJ8XVJQUJWATDFKGKKQT4P997TC1,Chrome PC (Cadmium),2021-12-15T15:49:20.873,2022-05-13T09:45:10.433,2021-12-15T15:49:20.873,2022-05-13T09:45:10.433,2021-12-15T15:49:20.873,2022-05-13T09:45:10.433,2021-12-15T15:49:20.873,2022-05-13T09:45:10.433,
thanks bro,ARCODM4K5100000000000000000000000000134429,MStar PureTurnkey51 Arcelik ODM4K Smart TV,2021-12-25T11:20:14.702,2022-04-12T18:12:36.156,2021-12-25T11:20:14.702,2022-04-12T18:12:36.156,2021-12-25T11:20:14.702,2022-04-12T18:12:36.156,2021-12-25T11:20:14.702,2022-04-12T18:12:36.156,
eren,NFCDCH-02-J4G42TL96UK0GDKHY0MWLGJ2HPV7TA,Chrome PC (Cadmium),2022-04-01T23:57:21.788,2022-04-02T00:06:48.195,2022-04-02T00:01:15.307,2022-04-02T00:01:15.307,2022-04-01T23:57:21.788,2022-04-02T00:06:48.195,2022-04-02T00:01:15.307,2022-04-02T00:01:15.307,
nergiz,NFANDROID1-PRV-P-L3-SAMSUSM-G930F-4445-053C3128A39781D93A987C602C3239B885B2FEE4D92C674352B787B8E73078625,Android DefaultWidevineL3Phone Android Phone,2021-12-12T18:46:20.324,2021-12-12T18:46:20.324,2021-12-12T18:46:20.324,2021-12-12T18:46:20.324,2021-12-12T18:46:20.324,2021-12-12T18:46:20.324,2021-12-12T18:46:20.324,2021-12-12T18:46:20.324,
eren,NFAPPL-02-IPHONE12=8-6CE3292B797C5CE7FC18DE76A349E6FD70B55431ACC1EDED8B9CE434807A0FED,Apple iPhone SE Gen 2 iPhone,2021-12-10T13:20:19.865,2023-07-03T07:55:07.040,2021-12-16T15:42:31.732,2023-04-26T19:57:14.366,2021-12-10T13:20:19.865,2021-12-10T13:20:19.865,,,
Onur ps5,NFPS4-002-J3JXHLYGTTYGY70664T15GJGA0,Sony PS4 Pro,,,,,,,,,
Onur ps5,NFCDCH-02-HJPYW3PF007X1FD2J9J65NM7RNLH9M,Chrome PC (Cadmium),,,,,,,,,
Onur ps5,NFCDIE-03-GNGJNFXRK5R3R1KKQ6RYDUJY8THKEE,Edge OSS - Windows (Cadmium),,,,,,,,,
Onur ps5,NFCDCH-02-GW2NDG7QUXAAUUG55UW3WWWLTWM3AV,Chrome PC (Cadmium),,,,,,,,,
Onur ps5,NFCDCH-02-GVXL50Q1EVMXWV53EARGDQ324VTEYP,Chrome PC (Cadmium),,,,,,,,,
Onur ps5,NFCDCH-02-GVHL7VWXAYFJ1XT89P6UF944LY0L8R,Chrome PC (Cadmium),,,,,,,,,
Onur ps5,NFCDCH-02-GN32J4K0V42MMW0LX4QU78YAKG390L,Chrome PC (Cadmium),,,,,,,,,
Onur ps5,NFCDCH-02-GETJ6N65K848FXAK69DJ22DP0X3M73,Chrome PC (Cadmium),,,,,,,,,
Onur ps5,NFCDCH-02-G7DLRLWAUHX7WH588QA6FAUEYE9TDW,Chrome PC (Cadmium),,,,,,,,,
Onur ps5,NFANDROID1-PRV-P-L3-ASUS=ASUS=Z012S-4445-08650A85DC2DC3853832929AFBB4783638CAD2878A2C0C382D254596400E0DDAE,Android DefaultWidevineL3Phone Android Phone,,,,,,,,,
Onur ps5,NFCDCH-02-G6Z2Y8R27YY51TYLRFGWMKFP80R1Q4,Chrome PC (Cadmium),,,,,,,,,
Onur ps5,NFCDCH-02-G6N8J5Q4P79230JW8NC2FXML485GDX,Chrome PC (Cadmium),,,,,,,,,
Onur ps5,NFCDCH-02-FTDM580TW7ULW0FGG236XKDH0A45GK,Chrome PC (Cadmium),,,,,,,,,
Onur ps5,NFCDIE-02-FX0HGML13H3M0QV1VQ2TY3H1TDWEDU,Edge (Cadmium),,,,,,,,,
Onur ps5,NFAPPL-02-IPHONE9=3-5628C974B4EE229941516F260085AAF8C618119ECD1129B7BFD8348A7AC20225,Apple iPhone 7 (GSM),,,,,,,,,
Onur ps5,NFCDCH-02-FJPUYMNMDQK0QUE3JTAQWRXK5CGFTM,Chrome PC (Cadmium),,,,,,,,,
Onur ps5,NFAPPL-02-IPHONE7=2-F2EACB279E8CFBC200AB52F587D58911F0D0F04C99B5A1ADC84A2D258054F313,Apple iPhone 6,,,,,,,,,
Onur ps5,NFCDCH-02-FHGNGLWQ641VNEXLXGF1ADUV8L6HUQ,Chrome PC (Cadmium),,,,,,,,,
Onur ps5,NFCDCH-02-F8QY50U878X1V31RRM6TKNV8573N6G,Chrome PC (Cadmium),,,,,,,,,
Onur ps5,NFCDCH-02-F2ZPJKJC374WGHHF89UXXXVKMTLKHR,Chrome PC (Cadmium),,,,,,,,,
Onur ps5,NFCDCH-02-KP34YGWP2C1H201RKHPCU8D1L7916G,Chrome PC (Cadmium),2023-11-25T06:30:22.771,2023-11-25T19:55:28.552,2023-11-25T06:30:22.771,2023-11-25T19:55:28.552,2023-11-25T06:30:22.771,2023-11-25T19:55:28.552,2023-11-25T06:30:22.771,2023-11-25T19:55:28.552,2023-11-25T21:02:27.806
Onur ps5,NFCDCH-02-KFJEL7PDT29JP9LAP89CLJV81NF98U,Chrome PC (Cadmium),2023-10-27T14:08:28.108,2023-10-27T20:57:42.335,2023-10-27T14:10:16.249,2023-10-27T19:03:01.632,2023-10-27T14:08:28.108,2023-10-27T20:57:42.335,2023-10-27T14:10:16.249,2023-10-27T19:03:01.632,2023-10-27T20:58:09.963
Onur ps5,NFCDCH-02-KKWWJRAD7Y8J5AQW85YX3R2G00MW3D,Chrome PC (Cadmium),2023-10-17T11:39:35.236,2023-10-17T11:43:11.080,2023-10-17T11:40:35.230,2023-10-17T11:43:11.080,2023-10-17T11:39:35.236,2023-10-17T11:43:11.080,2023-10-17T11:40:35.230,2023-10-17T11:43:11.080,2023-10-17T12:04:59.683
Onur ps5,NFCDCH-02-KKDV1YD1E2861YVAGVTHGF3V74Y49C,Chrome PC (Cadmium),2023-10-11T09:35:58.736,2023-10-11T11:26:47.756,2023-10-11T09:35:58.736,2023-10-11T11:26:47.756,2023-10-11T09:35:58.736,2023-10-11T11:26:47.756,2023-10-11T09:35:58.736,2023-10-11T11:26:47.756,2023-10-11T12:05:05.020
Onur ps5,NFCDCH-02-KHULUK1MKNEFQKTGEA07K0Q8219D5L,Chrome PC (Cadmium),2023-09-22T08:26:05.420,2023-09-22T09:31:02.463,2023-09-22T08:26:05.420,2023-09-22T09:30:56.416,2023-09-22T08:26:05.420,2023-09-22T09:31:02.463,2023-09-22T08:26:05.420,2023-09-22T09:30:56.416,2023-09-22T09:33:16.065
Onur ps5,NFCDCH-02-KHQYC1Q30RMJY77L78D9ULND9FE0EP,Chrome PC (Cadmium),2023-09-21T08:06:52.784,2023-09-21T09:15:38.780,2023-09-21T08:07:04.769,2023-09-21T09:15:38.780,2023-09-21T08:06:52.784,2023-09-21T09:15:38.780,2023-09-21T08:07:04.769,2023-09-21T09:15:38.780,2023-09-21T10:14:42.833
Onur ps5,NFCDCH-02-KHNGWN3NFA5QFHR20XHY93DGKKGG1D,Chrome PC (Cadmium),2023-09-20T09:48:33.792,2023-09-20T10:38:05.683,2023-09-20T09:48:33.792,2023-09-20T10:38:05.683,2023-09-20T09:48:33.792,2023-09-20T10:38:05.683,2023-09-20T09:48:33.792,2023-09-20T10:38:05.683,2023-09-20T11:13:31.753
Onur ps5,NFCDCH-02-KHKQ8A2Y0J3VKTKM7TLL5UTETNMM4U,Chrome PC (Cadmium),2023-09-19T08:35:40.627,2023-09-19T11:07:16.184,2023-09-19T08:35:40.627,2023-09-19T11:07:16.184,2023-09-19T08:35:40.627,2023-09-19T11:07:16.184,2023-09-19T08:35:40.627,2023-09-19T11:07:16.184,2023-09-19T11:07:25.809
Onur ps5,NFCDCH-02-KH8LY0J65FP1T4CVNWWAC2923EJKAX,Chrome PC (Cadmium),2023-09-15T12:37:47.592,2023-09-15T20:12:43.900,2023-09-15T12:37:47.592,2023-09-15T20:12:43.900,2023-09-15T12:37:47.592,2023-09-15T20:12:43.900,2023-09-15T12:37:47.592,2023-09-15T20:12:43.900,2023-09-15T20:27:45.079
Onur ps5,NFCDCH-02-KH0CN46Q8AP16M5TUPA23Y3XPM20N9,Chrome PC (Cadmium),2023-09-12T09:26:43.630,2023-09-12T11:21:53.316,2023-09-12T09:26:43.630,2023-09-12T11:21:53.316,2023-09-12T09:26:43.630,2023-09-12T11:21:53.316,2023-09-12T09:26:43.630,2023-09-12T11:21:53.316,2023-09-12T12:04:31.124
Onur ps5,NFCDCH-02-KGXT7ZKEL30Q42U4TU1XE0L76XPL39,Chrome PC (Cadmium),2023-09-11T10:03:50.888,2023-09-11T11:17:17.678,2023-09-11T10:06:29.478,2023-09-11T11:17:17.678,2023-09-11T10:03:50.888,2023-09-11T11:17:17.678,2023-09-11T10:06:29.478,2023-09-11T11:17:17.678,2023-09-11T11:48:38.763
Onur ps5,NFCDCH-02-KEYQM6TWUA1V3FC75FEAPGE69FG87A,Chrome PC (Cadmium),2023-08-18T12:07:18.940,2023-08-18T19:40:42.244,2023-08-18T12:07:53.985,2023-08-18T16:42:18.987,2023-08-18T12:07:18.940,2023-08-18T19:40:42.244,2023-08-18T12:07:53.985,2023-08-18T16:42:18.987,2023-08-18T19:42:21.480
Onur ps5,NFCDCH-02-KE9CUUYCX2M9FL8YGA4GTNQMRP64VU,Chrome PC (Cadmium),2023-08-10T09:36:04.004,2023-08-10T10:19:56.432,2023-08-10T09:36:04.004,2023-08-10T09:36:04.004,2023-08-10T09:36:04.004,2023-08-10T10:19:56.432,2023-08-10T09:36:04.004,2023-08-10T09:36:04.004,2023-08-10T10:20:49.345
Onur ps5,NFCDCH-02-KE6YNGC7P4QVK0YTVWGYKX673R1RYC,Chrome PC (Cadmium),2023-08-09T11:49:09.468,2023-08-09T11:51:33.392,2023-08-09T11:49:34.303,2023-08-09T11:51:33.392,2023-08-09T11:49:09.468,2023-08-09T11:51:33.392,2023-08-09T11:49:34.303,2023-08-09T11:51:33.392,2023-08-09T12:26:48.084
Onur ps5,NFCDCH-02-KE11T5M6C18C6F0N0E0KUQV0NM9LW3,Chrome PC (Cadmium),2023-08-07T05:55:39.211,2023-08-07T07:45:48.244,2023-08-07T05:55:39.211,2023-08-07T07:45:48.244,2023-08-07T05:55:39.211,2023-08-07T07:45:48.244,2023-08-07T05:55:39.211,2023-08-07T07:45:48.244,2023-08-07T08:35:36.680
Onur ps5,NFCDCH-02-KDQ3A7CKPL2LEFN5T8W9VRF052U31J,Chrome PC (Cadmium),2023-08-03T11:20:46.796,2023-08-03T11:22:30.297,2023-08-03T11:20:46.796,2023-08-03T11:22:30.297,2023-08-03T11:20:46.796,2023-08-03T11:22:30.297,2023-08-03T11:20:46.796,2023-08-03T11:22:30.297,2023-08-03T11:57:17.964
Onur ps5,NFCDCH-02-KCTFE0DF3XMUT63CRUDKFE0VH6RLT3,Chrome PC (Cadmium),2023-07-23T05:25:40.448,2023-07-23T19:38:53.631,2023-07-23T05:25:40.448,2023-07-23T19:38:53.631,2023-07-23T05:25:40.448,2023-07-23T19:38:53.631,2023-07-23T05:25:40.448,2023-07-23T19:38:53.631,2023-07-23T20:40:28.792
Onur ps5,NFCDCH-02-KAZQKX62YP385D6566RPRWGJQHM8WD,Chrome PC (Cadmium),2023-07-13T11:22:40.537,2023-07-13T11:22:40.537,2023-07-13T11:22:40.537,2023-07-13T11:22:40.537,2023-07-13T11:22:40.537,2023-07-13T11:22:40.537,2023-07-13T11:22:40.537,2023-07-13T11:22:40.537,2023-07-13T12:02:04.148
Onur ps5,NFCDCH-02-KAUDY94NXF6YGU0YU6143RCALFLX5H,Chrome PC (Cadmium),2023-07-11T10:50:56.012,2023-07-11T11:26:04.575,2023-07-11T10:51:17.768,2023-07-11T11:26:04.575,2023-07-11T10:50:56.012,2023-07-11T11:26:04.575,2023-07-11T10:51:17.768,2023-07-11T11:26:04.575,2023-07-11T11:53:17.812
Onur ps5,NFCDCH-02-K5A7E2KULWNCNALG06MHC22DR2WRVF,Chrome PC (Cadmium),2023-05-05T15:17:37.905,2023-07-10T11:43:34.164,2023-05-05T15:17:46.636,2023-07-10T11:43:34.164,2023-05-05T15:17:37.905,2023-07-10T11:43:34.164,2023-05-05T15:17:46.636,2023-07-10T11:43:34.164,2023-07-10T12:05:21.316
