Profile Name,Country Iso Code,Device,Is Kids,Query Typed,Displayed Name,Action,Section,Utc Timestamp
thanks bro,TR,iPhone,0,oh m,"Oh My Venus: Season 1: ""Episode 1""",play,title_results,2021-12-26 18:07:38
thanks bro,TR,iPhone,0,oh m,,select,title_results,2021-12-26 18:07:35
thanks bro,TR,iPhone,0,oh m,,add,title_results,2021-12-26 17:20:45
thanks bro,TR,iPhone,0,oh m,,select,title_results,2021-12-26 17:20:35
thanks bro,TR,iPhone,0,cha ,,select,title_results,2021-12-26 17:19:38
thanks bro,TR,iPhone,0,up,Don't Look Up,select,title_results,2021-12-26 14:05:06
thanks bro,TR,iPhone,0,oh mu,,select,title_results,2021-12-25 19:02:51
thanks bro,TR,iPhone,0,oh mu,,select,title_results,2021-12-25 19:02:40
thanks bro,TR,iPhone,0,oh mu,,select,title_results,2021-12-25 19:01:44
thanks bro,TR,iPhone,0,goo,"The Good Place: Season 1: ""Everything Is Fine""",play,title_results,2021-12-12 18:34:31
thanks bro,TR,iPhone,0,goo,,select,title_results,2021-12-12 18:34:08
thanks bro,TR,iPhone,0,,,select,prequery_results,2021-12-12 18:33:54
thanks bro,TR,iPhone,0,ho,,select,title_results,2021-12-12 18:33:45
thanks bro,TR,iPhone,0,,,select,prequery_results,2021-12-12 18:33:37
thanks bro,TR,HTML 5,0,ronny,Ronny Chieng: Asian Comedian Destroys America!,add,title_results,2021-12-07 20:01:43
thanks bro,TR,iPhone,0,fr,,select,title_results,2021-12-04 05:12:39
thanks bro,TR,iPhone,0,yıldı,Interstellar,play,title_results,2021-11-26 16:49:44
thanks bro,TR,iPhone,0,yıldı,Interstellar,select,title_results,2021-11-26 16:49:13
thanks bro,TR,iPhone,0,my bea,My Beautiful Broken Brain,select,title_results,2021-11-23 05:22:52
thanks bro,TR,iPhone,0,wher,,add,title_results,2021-11-23 04:57:58
thanks bro,TR,iPhone,0,wher,,select,title_results,2021-11-23 04:57:52
thanks bro,TR,iPhone,0,em,,select,title_results,2021-11-18 16:06:43
thanks bro,TR,iPhone,0,kulü,"The Club: Season 1: ""Episode 1""",play,title_results,2021-11-13 20:14:37
thanks bro,TR,iPhone,0,kulü,,select,title_results,2021-11-13 20:14:26
thanks bro,TR,iPhone,0,doct,,select,suggestion_results,2021-11-04 14:33:23
thanks bro,TR,iPhone,0,doct,Venom,select,title_results,2021-11-04 14:33:20
thanks bro,TR,iPhone,0,doct,,select,title_results,2021-11-04 14:33:09
thanks bro,TR,iPhone,0,,Fight Club,select,prequery_results,2021-10-31 19:17:58
thanks bro,TR,iPhone,0,gil,,add,title_results,2021-10-26 08:55:55
thanks bro,TR,iPhone,0,gil,,select,title_results,2021-10-26 08:55:43
thanks bro,TR,iPhone,0,com,"Community: Season 1: ""Community""",play,title_results,2021-10-05 18:48:19
thanks bro,TR,iPhone,0,com,,select,title_results,2021-10-05 18:48:11
thanks bro,TR,HTML 5,0,ibli,,play,,2021-10-03 14:26:13
thanks bro,TR,iPhone,0,sta,Edis Starlight,select,title_results,2021-09-30 22:27:52
thanks bro,TR,iPhone,0,aş,,select,title_results,2021-09-30 06:06:05
thanks bro,TR,iPhone,0,cliv,,select,title_results,2021-09-24 04:17:33
thanks bro,TR,iPhone,0,good,,add,title_results,2021-09-22 10:27:49
thanks bro,TR,iPhone,0,good,,select,title_results,2021-09-22 10:27:47
thanks bro,TR,iPhone,0,livin,,select,title_results,2021-09-02 10:09:08
thanks bro,TR,iPhone,0,for li,,add,title_results,2021-09-02 10:08:01
thanks bro,TR,iPhone,0,for li,,select,title_results,2021-09-02 10:07:34
thanks bro,TR,iPhone,0,frin,,select,title_results,2021-08-25 06:12:22
thanks bro,TR,iPhone,0,prison ,,select,title_results,2021-08-25 06:09:57
thanks bro,TR,iPhone,0,prison ,,select,title_results,2021-08-25 06:09:24
thanks bro,TR,iPhone,0,prison ,,select,title_results,2021-08-25 06:08:53
thanks bro,TR,iPhone,0,yeni ahit,I Am Mother,select,title_results,2021-08-21 07:31:17
thanks bro,TR,iPhone,0,pris,,select,title_results,2021-08-21 07:30:37
thanks bro,TR,HTML 5,0,fin,,add,title_results,2021-08-17 09:54:48
thanks bro,TR,HTML 5,0,violet,,add,title_results,2021-08-17 09:05:06
thanks bro,TR,Smart TV,0,on,,play,title_results,2021-08-12 19:15:25
thanks bro,TR,Smart TV,0,on,,select,title_results,2021-08-12 19:15:22
thanks bro,TR,Smart TV,0,,The Purge,add,prequery_results,2021-08-12 19:15:10
thanks bro,TR,Smart TV,0,,The Purge,play,prequery_results,2021-08-12 19:14:58
thanks bro,TR,Smart TV,0,,The Purge,select,prequery_results,2021-08-12 19:14:55
thanks bro,TR,iPhone,0,babies,,add,title_results,2021-07-29 07:41:23
thanks bro,TR,iPhone,0,babies,,select,title_results,2021-07-29 07:41:21
thanks bro,TR,Android Phone,0,brot,,select,title_results,2021-07-08 04:58:13
thanks bro,TR,Android Phone,0,brot,,select,title_results,2021-07-08 04:56:38
thanks bro,TR,iPhone,0,,,select,,2021-06-07 05:10:52
thanks bro,TR,iPhone,0,suga,The Game Changers,select,,2021-06-05 18:12:52
thanks bro,TR,iPhone,0,suga,What the Health,select,,2021-06-05 18:12:45
thanks bro,TR,iPhone,0,suga,,select,,2021-06-05 18:12:27
thanks bro,TR,iPhone,0,,,select,,2021-05-16 18:55:41
thanks bro,TR,iPhone,0,pl,The Platform,select,,2021-05-10 04:59:13
thanks bro,TR,iPhone,0,esaret,The Shawshank Redemption,add,,2021-05-02 20:04:18
thanks bro,TR,iPhone,0,esaret,The Shawshank Redemption,select,,2021-05-02 20:04:09
thanks bro,TR,iPhone,0,sexi,"Sexify: Season 1: ""Episode 1""",play,,2021-05-01 20:05:46
thanks bro,TR,iPhone,0,sexi,,select,,2021-05-01 20:04:26
thanks bro,TR,Smart TV,0,marr,Marriage Story,play,,2021-05-01 12:58:39
thanks bro,TR,Smart TV,0,marr,Marriage Story,select,,2021-05-01 12:58:38
thanks bro,TR,iPhone,0,sexify,,select,,2021-05-01 12:54:13
thanks bro,TR,iPhone,0,evlilik ,Marriage Story,select,,2021-05-01 12:50:20
thanks bro,TR,HTML 5,0,hunter x,,select,,2021-04-24 18:33:49
thanks bro,TR,iPhone,0,pla,The Platform,select,,2021-04-17 17:12:24
thanks bro,TR,iPhone,0,era,,add,,2021-04-14 20:13:48
thanks bro,TR,iPhone,0,era,,select,,2021-04-14 20:13:44
thanks bro,TR,iPhone,0,era,,select,,2021-04-14 20:13:41
thanks bro,TR,iPhone,0,era,,select,,2021-04-14 20:13:36
thanks bro,TR,iPhone,0,bla,,select,,2021-04-14 08:46:36
thanks bro,TR,Android Phone,0,era,,select,,2021-04-11 13:07:44
thanks bro,TR,iPhone,0,friends,,select,,2021-04-01 04:57:54
thanks bro,TR,HTML 5,0,tokyo g,,select,,2021-03-31 01:20:51
thanks bro,TR,iPhone,0,the one,,select,,2021-03-30 09:30:08
thanks bro,TR,HTML 5,0,eras,,play,,2021-03-20 18:01:58
thanks bro,TR,HTML 5,0,code,,add,,2021-03-16 18:11:50
thanks bro,TR,HTML 5,0,boku dake ga inai machi,Spirited Away,add,,2021-03-16 18:00:55
thanks bro,TR,HTML 5,0,comm,"Community: Season 2: ""Conspiracy Theories and Interior Design""",play,,2021-02-28 00:16:49
thanks bro,TR,HTML 5,0,comm,"Community: Season 2: ""Conspiracy Theories and Interior Design""",play,,2021-02-27 22:51:04
thanks bro,TR,iPhone,0,ho,,select,,2021-02-21 18:17:26
thanks bro,TR,iPhone,0,good pl,,select,,2021-02-12 21:51:17
thanks bro,TR,iPhone,0,ann,,select,,2021-02-08 13:11:12
thanks bro,TR,iPhone,0,alice ,,select,,2021-02-01 09:43:54
thanks bro,TR,Smart TV,0,h,Harry Potter and the Deathly Hallows: Part 2,play,,2021-01-17 06:25:03
thanks bro,TR,Smart TV,0,h,Harry Potter and the Deathly Hallows: Part 2,select,,2021-01-17 06:24:59
thanks bro,TR,Smart TV,0,h,,select,,2021-01-17 06:24:57
thanks bro,TR,Smart TV,0,haa,Harry Potter and the Deathly Hallows: Part 2,play,,2021-01-16 18:15:49
thanks bro,TR,Smart TV,0,haa,Harry Potter and the Deathly Hallows: Part 2,select,,2021-01-16 18:15:42
thanks bro,TR,Smart TV,0,ha,Harry Potter and the Deathly Hallows: Part 1,play,,2021-01-15 17:50:55
thanks bro,TR,Smart TV,0,ha,Harry Potter and the Deathly Hallows: Part 1,play,,2021-01-15 14:58:55
thanks bro,TR,Smart TV,0,ha,Harry Potter and the Deathly Hallows: Part 1,select,,2021-01-15 14:58:51
thanks bro,TR,HTML 5,0,roon,Ronnie Coleman: The King,add,,2021-01-14 23:41:59
thanks bro,TR,Smart TV,0,ha,Harry Potter and the Half-Blood Prince,play,,2021-01-14 17:17:27
thanks bro,TR,Smart TV,0,ha,Harry Potter and the Half-Blood Prince,select,,2021-01-14 17:17:23
thanks bro,TR,iPhone,0,focu,Focus,select,,2021-01-08 04:41:46
thanks bro,TR,HTML 5,0,cas,21,add,,2020-12-31 19:04:33
thanks bro,TR,HTML 5,0,cas,,add,,2020-12-31 19:04:22
thanks bro,TR,iPhone,0,bridge,,select,,2020-12-30 13:18:59
thanks bro,TR,HTML 5,0,holiday,The Holiday,play,,2020-12-26 22:06:20
thanks bro,TR,iPhone,0,,The Holiday,select,,2020-12-26 17:17:38
thanks bro,TR,iPhone,0,,The Holiday,select,,2020-12-26 14:36:59
thanks bro,TR,iPhone,0,origib,,add,,2020-12-26 07:28:52
thanks bro,TR,iPhone,0,origib,,select,,2020-12-26 07:28:43
thanks bro,TR,iPhone,0,blacklist,,add,,2020-12-26 07:17:37
thanks bro,TR,iPhone,0,blacklist,,select,,2020-12-26 07:16:44
thanks bro,TR,iPhone,0,,Inception,select,,2020-12-26 07:15:52
thanks bro,TR,iPhone,0,focus,Focus,add,,2020-12-26 07:11:13
thanks bro,TR,iPhone,0,focus,Focus,select,,2020-12-26 07:11:10
thanks bro,TR,iPhone,0,afterlife,,select,,2020-12-26 07:10:51
thanks bro,TR,iPhone,0,olan ,The Usual Suspects,add,,2020-12-26 07:05:01
thanks bro,TR,iPhone,0,olan ,The Usual Suspects,select,,2020-12-26 07:04:58
thanks bro,TR,iPhone,0,lucy,Lucy,add,,2020-12-26 07:04:22
thanks bro,TR,iPhone,0,lucy,Lucy,select,,2020-12-26 07:04:13
thanks bro,TR,iPhone,0,tatil,The Holiday,select,,2020-12-26 06:28:48
thanks bro,TR,HTML 5,0,tat,The Holiday,play,,2020-12-25 17:54:04
thanks bro,TR,iPhone,0,russ,,select,,2020-12-20 20:23:04
thanks bro,TR,iPhone,0,gos,,select,,2020-12-20 17:14:04
thanks bro,TR,iPhone,0,gosd,"Gossip Girl: Season 4: ""Double Identity""",play,,2020-12-20 08:18:49
thanks bro,TR,iPhone,0,gosd,,select,,2020-12-20 08:18:32
thanks bro,TR,iPhone,0,go,"Gossip Girl: Season 4: ""Double Identity""",play,,2020-12-20 08:17:58
thanks bro,TR,iPhone,0,go,,select,,2020-12-20 08:17:12
thanks bro,TR,iPhone,0,outl,,select,,2020-12-19 17:47:45
thanks bro,TR,iPhone,0,outl,,add,,2020-12-19 17:47:36
thanks bro,TR,iPhone,0,outl,,select,,2020-12-19 17:47:29
thanks bro,TR,iPhone,0,homeland,,select,,2020-12-19 17:47:14
thanks bro,TR,iPhone,0,the las,,select,,2020-12-19 17:46:45
thanks bro,TR,HTML 5,0,ugly,,add,,2020-12-13 15:09:26
thanks bro,TR,HTML 5,0,the squa,The Square,select,,2020-12-13 14:58:42
thanks bro,TR,HTML 5,0,the squire,The Lego Movie,add,,2020-12-13 14:58:14
thanks bro,TR,HTML 5,0,atlanti,Atlantics,add,,2020-12-13 14:53:25
thanks bro,TR,HTML 5,0,giri,,add,,2020-12-13 14:42:36
thanks bro,TR,Android Phone,0,,,select,,2020-12-12 18:11:16
thanks bro,TR,HTML 5,0,master,,play,,2020-12-12 18:06:34
thanks bro,TR,iPhone,0,bo,,select,,2020-12-01 05:17:03
thanks bro,TR,HTML 5,0,marco,,add,,2020-11-30 13:03:46
thanks bro,TR,HTML 5,0,american v,,play,,2020-11-30 13:00:32
thanks bro,TR,HTML 5,0,american v,,add,,2020-11-30 13:00:25
thanks bro,TR,HTML 5,0,master,,add,,2020-11-29 22:28:56
thanks bro,TR,HTML 5,0,girl,"Girl, Interrupted",add,,2020-11-25 23:15:20
thanks bro,TR,Android Phone,0,,"Avatar: The Last Airbender: Book 1: ""The Warriors of Kyoshi""",play,,2020-10-16 14:54:23
thanks bro,TR,Android Phone,0,,"Avatar: The Last Airbender: Book 1: ""Imprisoned""",play,,2020-10-16 14:54:10
thanks bro,TR,Android Phone,0,,,select,,2020-10-16 14:53:46
thanks bro,TR,Android Phone,0,,,select,,2020-10-16 14:53:24
thanks bro,TR,Android Phone,0,,Enola Holmes,select,,2020-10-16 14:53:20
thanks bro,TR,Android Phone,0,,"Avatar: The Last Airbender: Book 1: ""The Warriors of Kyoshi""",play,,2020-10-16 14:53:00
thanks bro,TR,Android Phone,0,,,select,,2020-10-16 14:52:45
thanks bro,TR,HTML 5,0,ava,"Avatar: The Last Airbender: Book 1: ""The Boy in the Iceberg""",play,,2020-10-16 13:16:23
thanks bro,TR,HTML 5,0,ava,,play,,2020-10-16 11:39:22
thanks bro,TR,iPhone,0,,,select,,2020-09-11 09:31:15
thanks bro,TR,iPhone,0,,,select,,2020-09-11 06:31:10
thanks bro,TR,iPad,0,mar,,select,,2020-08-29 09:57:19
thanks bro,TR,iPad,0,,Sisters in Law,select,,2020-08-29 09:55:19
thanks bro,TR,iPad,0,,,select,,2020-08-29 09:55:10
thanks bro,TR,iPad,0,,,select,,2020-08-29 09:50:44
thanks bro,TR,iPad,0,,Addicted,select,,2020-08-29 09:45:35
thanks bro,TR,iPad,0,mars,"Marseille: Season 1: ""20 Years""",play,,2020-08-29 09:40:53
thanks bro,TR,iPad,0,mars,,select,,2020-08-29 09:40:49
thanks bro,TR,iPhone,0,bro,,select,,2020-08-20 18:01:58
thanks bro,TR,iPhone,0,v fo,V for Vendetta,select,,2020-08-13 11:15:37
thanks bro,TR,iPhone,0,goo,,select,,2020-08-05 21:19:29
thanks bro,TR,iPhone,0,ya,One-Way to Tomorrow,select,,2020-07-27 11:17:45
thanks bro,TR,iPhone,0,anne ,,add,,2020-07-20 19:05:48
thanks bro,TR,iPhone,0,anne ,,select,,2020-07-20 19:05:41
thanks bro,TR,iPhone,0,anne ,Mom,select,,2020-07-20 19:05:39
thanks bro,TR,iPhone,0,,"Love 101: Season 1: ""The First Moment""",play,,2020-07-20 19:05:25
thanks bro,TR,iPhone,0,,,select,,2020-07-20 19:05:24
thanks bro,TR,HTML 5,0,bro,,play,,2020-07-11 10:40:42
thanks bro,TR,HTML 5,0,something's gotta give,As Good as It Gets,select,,2020-07-07 19:22:37
thanks bro,TR,iPhone,0,rick,,select,,2020-06-20 20:42:58
thanks bro,TR,iPhone,0,rick,,select,,2020-06-20 20:42:51
thanks bro,TR,iPhone,0,kardas,,select,,2020-06-01 10:44:22
thanks bro,TR,HTML 5,0,park,,select,,2020-05-22 01:21:43
thanks bro,TR,HTML 5,0,park,,select,,2020-05-22 01:21:31
thanks bro,TR,HTML 5,0,park,,select,,2020-05-22 01:21:08
thanks bro,TR,HTML 5,0,park,Park Na-rae: Glamour Warning,add,,2020-05-22 01:20:55
thanks bro,TR,HTML 5,0,park,Park Na-rae: Glamour Warning,select,,2020-05-22 01:20:29
thanks bro,TR,iPhone,0,mich,Becoming,play,,2020-05-10 14:00:57
thanks bro,TR,iPhone,0,mich,Becoming,select,,2020-05-10 13:58:00
thanks bro,TR,iPhone,0,tidy,,select,,2020-05-09 14:43:32
thanks bro,TR,HTML 5,0,pariste gec,Burnt,select,,2020-05-08 19:43:32
thanks bro,TR,HTML 5,0,pariste gec,Midnight in Paris,select,,2020-05-08 19:43:12
thanks bro,TR,iPhone,0,nadi,,add,,2020-05-06 21:17:01
thanks bro,TR,iPhone,0,nadi,,select,,2020-05-06 21:16:55
thanks bro,TR,iPhone,0,aşk ,,select,,
thanks bro,TR,iPhone,0,kara,,select,,
thanks bro,TR,HTML 5,0,kara,,select,,
thanks bro,TR,iPhone,0,the notebook,The Notebook,select,,
thanks bro,TR,iPhone,0,the notebook,"Crazy, Stupid, Love.",select,,
thanks bro,TR,iPhone,0,dri,Drive,select,,
thanks bro,TR,iPhone,0,blue,Blue Valentine,select,,
thanks bro,TR,iPhone,0,blue,Blue Valentine,select,,
thanks bro,TR,iPhone,0,when,,select,,
thanks bro,TR,HTML 5,0,ro,,select,,
thanks bro,TR,iPhone,0,fi,"Phi: Season 1: ""Episode 1""",play,,
thanks bro,TR,iPhone,0,muhteşem ,Focus,select,,
thanks bro,TR,iPhone,0,muhteşem ,The Great Gatsby,select,,
thanks bro,TR,iPhone,0,the sin,,select,,
thanks bro,TR,iPhone,0,fi,,select,,
thanks bro,TR,iPhone,0,the sin,,select,,
thanks bro,TR,iPhone,0,dex,,select,,
thanks bro,TR,iPhone,0,vis ,,select,,
thanks bro,TR,iPhone,0,community,,select,,
thanks bro,TR,iPhone,0,the bi,,select,,
thanks bro,TR,iPhone,0,the bi,,select,,
thanks bro,TR,iPhone,0,black mi,,select,,
thanks bro,TR,iPhone,0,sex,,select,,
thanks bro,TR,iPhone,0,punch-drunk d,Punch-Drunk Love,select,,
thanks bro,TR,iPhone,0,sex,"Sex, Explained: Limited Series: ""Sexual Fantasies""",play,,
thanks bro,TR,iPhone,0,blue,Blue Valentine,add,,
thanks bro,TR,HTML 5,0,kara,,play,,
thanks bro,TR,HTML 5,0,kara,,play,,
thanks bro,TR,iPhone,0,freud,,select,,
