Esn,Localized Device Description,Device Description,Ip,Country,Region Code Display Name,Near Location,Ts
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,82.222.99.146,TR,Istanbul,GOKTURK,2023-06-08 20:37:00
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,82.222.99.80,TR,Istanbul,ALIBEYKOY,2023-10-07 15:53:03
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,85.153.206.71,TR,Istanbul,KATIPKASIM MAH.,2023-11-04 14:46:05
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,82.222.98.76,TR,Istanbul,SIRINEVLER MAH.,2023-04-26 17:26:10
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,212.253.113.157,TR,Tekirdag,VAKIFLAR,2023-10-02 16:45:00
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,82.222.98.248,TR,Tekirdag,DEGIRMENALTI MAH.,2023-03-17 18:23:47
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,82.222.96.158,TR,Tekirdag,ATATURK MAH.,2023-05-25 12:04:14
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,82.222.97.85,TR,Istanbul,MAHMUTBEY,2023-07-09 20:50:05
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,85.153.207.147,TR,Istanbul,BASAK MAH.,2023-11-28 21:08:06
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,82.222.97.214,TR,Istanbul,FETIHTEPE MAH.,2023-04-25 17:14:07
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,82.222.97.151,TR,Istanbul,ATATURK MAH.,2023-09-12 20:17:55
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,85.153.207.173,TR,Istanbul,BARBAROSHAYRETTINPASA MAH.,2023-10-19 14:21:54
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,82.222.97.4,TR,Istanbul,VATAN,2023-10-10 19:43:42
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,82.222.96.39,TR,Istanbul,MERKEZ MAH.,2023-09-11 18:26:42
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,85.153.206.207,TR,Tekirdag,CORLU,2023-05-08 18:33:19
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,85.153.200.56,TR,Istanbul,IKITELLI,2023-10-23 19:43:31
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,85.153.203.59,TR,Istanbul,HALKALI,2023-03-10 20:04:31
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,85.153.201.226,TR,Istanbul,FETIHTEPE MAH.,2023-04-12 14:46:12
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,85.153.202.23,TR,Istanbul,ZUHURATBABA,2023-02-25 19:32:18
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,82.222.99.168,TR,Istanbul,BARIS MAH.,2023-10-16 19:46:11
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,85.153.202.236,TR,Istanbul,FETIHTEPE MAH.,2023-10-16 14:41:02
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,82.222.99.229,TR,Istanbul,ZUHURATBABA,2023-06-01 15:35:36
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,85.153.200.52,TR,Istanbul,IKITELLI,2023-04-19 21:13:36
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,82.222.99.215,TR,Tekirdag,CORLU,2023-06-20 19:59:03
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,212.253.113.185,TR,Istanbul,SARIYER,2023-10-11 18:25:24
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,82.222.99.167,TR,Istanbul,AKATLAR MAH.,2023-10-04 17:06:23
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,82.222.99.29,TR,Istanbul,ISKENDERPASA MAH.,2023-07-04 21:08:31
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,85.153.204.224,TR,Istanbul,KULTUR MAH.,2023-04-19 20:11:56
NFAPPL-02-IPHONE12=8-6CE3292B797C5CE7FC18DE76A349E6FD70B55431ACC1EDED8B9CE434807A0FED,APPLE_iPhone12-8,APPLE_iPhone12-8,82.222.98.248,TR,Tekirdag,DEGIRMENALTI MAH.,2023-03-18 18:53:02
NFAPPL-02-IPHONE12=8-6CE3292B797C5CE7FC18DE76A349E6FD70B55431ACC1EDED8B9CE434807A0FED,APPLE_iPhone12-8,APPLE_iPhone12-8,85.153.206.207,TR,Tekirdag,CORLU,2023-05-12 15:34:50
NFAPPL-02-IPHONE12=8-6CE3292B797C5CE7FC18DE76A349E6FD70B55431ACC1EDED8B9CE434807A0FED,APPLE_iPhone12-8,APPLE_iPhone12-8,5.46.160.179,TR,Istanbul,GURPINAR,2023-03-19 07:14:36
NFAPPL-02-IPHONE12=8-6CE3292B797C5CE7FC18DE76A349E6FD70B55431ACC1EDED8B9CE434807A0FED,APPLE_iPhone12-8,APPLE_iPhone12-8,5.46.253.81,TR,Istanbul,MURATPASA MAH.,2023-05-22 08:02:50
NFAPPL-02-IPHONE12=8-6CE3292B797C5CE7FC18DE76A349E6FD70B55431ACC1EDED8B9CE434807A0FED,APPLE_iPhone12-8,APPLE_iPhone12-8,5.46.163.109,TR,Istanbul,BIRLIK MAH.,2023-03-16 11:59:41
NFAPPL-02-IPHONE12=8-6CE3292B797C5CE7FC18DE76A349E6FD70B55431ACC1EDED8B9CE434807A0FED,APPLE_iPhone12-8,APPLE_iPhone12-8,5.46.214.27,TR,Istanbul,GUVERCINTEPE MAH.,2023-07-03 07:54:43
NFAPPL-02-IPHONE12=8-6CE3292B797C5CE7FC18DE76A349E6FD70B55431ACC1EDED8B9CE434807A0FED,APPLE_iPhone12-8,APPLE_iPhone12-8,82.222.98.76,TR,Istanbul,SIRINEVLER MAH.,2023-04-26 19:02:15
NFAPPL-02-IPHONE12=8-6CE3292B797C5CE7FC18DE76A349E6FD70B55431ACC1EDED8B9CE434807A0FED,APPLE_iPhone12-8,APPLE_iPhone12-8,151.135.78.93,TR,Istanbul,MALTEPE MAH.,2023-02-17 14:09:00
NFAPPL-02-IPHONE12=8-6CE3292B797C5CE7FC18DE76A349E6FD70B55431ACC1EDED8B9CE434807A0FED,APPLE_iPhone12-8,APPLE_iPhone12-8,5.46.252.240,TR,Istanbul,KOZYATAGI MAH.,2023-05-25 08:25:44
NFAPPL-02-IPHONE12=8-6CE3292B797C5CE7FC18DE76A349E6FD70B55431ACC1EDED8B9CE434807A0FED,APPLE_iPhone12-8,APPLE_iPhone12-8,82.222.99.249,TR,Istanbul,HURRIYET,2023-05-05 05:56:44
NFCDCH-02-K5A7E2KULWNCNALG06MHC22DR2WRVF,chrome-cadmium,chrome-cadmium,95.0.206.241,TR,Istanbul,ISTANBUL,2023-05-05 15:17:35
NFCDCH-02-KAUDY94NXF6YGU0YU6143RCALFLX5H,chrome-cadmium,chrome-cadmium,95.0.206.241,TR,Istanbul,ISTANBUL,2023-07-11 10:50:34
NFCDCH-02-KEYQM6TWUA1V3FC75FEAPGE69FG87A,chrome-cadmium,chrome-cadmium,95.0.206.241,TR,Istanbul,ISTANBUL,2023-08-18 12:07:11
NFCDCH-02-KH8LY0J65FP1T4CVNWWAC2923EJKAX,chrome-cadmium,chrome-cadmium,95.0.206.241,TR,Istanbul,ISTANBUL,2023-09-15 12:37:25
NFANDROID1-PRV-P-HUAWEBLA-L09-7440-5A3EF2D1D653B0192131B75E78BC6DF0E49BFEDF79BA65E6724B54A4E289412C,HUAWEI_BLA-L09,HUAWEI_BLA-L09,149.140.233.41,TR,Istanbul,ATASEHIR ATATURK MAH.,2023-06-25 23:00:27
NFANDROID1-PRV-P-HUAWEBLA-L09-7440-5A3EF2D1D653B0192131B75E78BC6DF0E49BFEDF79BA65E6724B54A4E289412C,HUAWEI_BLA-L09,HUAWEI_BLA-L09,176.54.33.33,TR,Istanbul,MERKEZ MAH.,2023-03-14 14:55:20
NFANDROID1-PRV-P-HUAWEBLA-L09-7440-5A3EF2D1D653B0192131B75E78BC6DF0E49BFEDF79BA65E6724B54A4E289412C,HUAWEI_BLA-L09,HUAWEI_BLA-L09,176.219.116.249,TR,Istanbul,ORTAKOY,2023-07-20 17:56:46
NFANDROID1-PRV-P-HUAWEBLA-L09-7440-5A3EF2D1D653B0192131B75E78BC6DF0E49BFEDF79BA65E6724B54A4E289412C,HUAWEI_BLA-L09,HUAWEI_BLA-L09,24.133.129.120,TR,Istanbul,SISLI,2023-02-28 20:45:06
NFANDROID1-PRV-P-HUAWEBLA-L09-7440-5A3EF2D1D653B0192131B75E78BC6DF0E49BFEDF79BA65E6724B54A4E289412C,HUAWEI_BLA-L09,HUAWEI_BLA-L09,176.54.21.60,TR,Istanbul,FERIKOY MAH.,2023-06-24 19:07:08
NFANDROID1-PRV-P-HUAWEBLA-L09-7440-5A3EF2D1D653B0192131B75E78BC6DF0E49BFEDF79BA65E6724B54A4E289412C,HUAWEI_BLA-L09,HUAWEI_BLA-L09,24.133.129.120,TR,Istanbul,ISTINYE,2023-06-05 11:12:19
NFANDROID1-PRV-P-HUAWEBLA-L09-7440-5A3EF2D1D653B0192131B75E78BC6DF0E49BFEDF79BA65E6724B54A4E289412C,HUAWEI_BLA-L09,HUAWEI_BLA-L09,212.2.212.140,TR,Istanbul,SISLI,2023-02-22 15:45:56
NFANDROID1-PRV-P-HUAWEBLA-L09-7440-5A3EF2D1D653B0192131B75E78BC6DF0E49BFEDF79BA65E6724B54A4E289412C,HUAWEI_BLA-L09,HUAWEI_BLA-L09,88.236.177.232,TR,Sivas,AKDEGIRMEN MAH.,2023-11-05 10:30:18
