Esn,Localized Device Description,Device Description,Ip,Country,Region Code Display Name,Near Location,Ts
NFAPPL-02-IPHONE12=1-99D91FC439DFE9C725128390466C03F45BA6AD65A14AF2405A7D532BEE6755F8,APPLE_iPhone12-1,APPLE_iPhone12-1,82.222.97.8,TR,Istanbul,GUVERCINTEPE MAH.,2023-02-22 16:01:40
NFAPPL-02-IPHONE12=1-99D91FC439DFE9C725128390466C03F45BA6AD65A14AF2405A7D532BEE6755F8,APPLE_iPhone12-1,APPLE_iPhone12-1,85.153.206.207,TR,Tekirdag,CORLU,2023-05-12 15:30:01
NFAPPL-02-IPHONE12=1-99D91FC439DFE9C725128390466C03F45BA6AD65A14AF2405A7D532BEE6755F8,APPLE_iPhone12-1,APPLE_iPhone12-1,85.153.202.23,TR,Istanbul,ZUHURATBABA,2023-02-25 18:30:33
NFAPPL-02-IPHONE12=1-99D91FC439DFE9C725128390466C03F45BA6AD65A14AF2405A7D532BEE6755F8,APPLE_iPhone12-1,APPLE_iPhone12-1,85.153.203.59,TR,Istanbul,HALKALI,2023-03-11 22:01:34
NFAPPL-02-IPHONE12=1-99D91FC439DFE9C725128390466C03F45BA6AD65A14AF2405A7D532BEE6755F8,APPLE_iPhone12-1,APPLE_iPhone12-1,94.235.164.92,TR,Istanbul,AKSARAY MAH.,2023-03-08 22:28:45
NFAPPL-02-IPHONE12=1-99D91FC439DFE9C725128390466C03F45BA6AD65A14AF2405A7D532BEE6755F8,APPLE_iPhone12-1,APPLE_iPhone12-1,85.153.205.220,TR,Istanbul,KONAKLAR MAH.,2023-02-12 22:45:49
NFAPPL-02-IPHONE12=1-99D91FC439DFE9C725128390466C03F45BA6AD65A14AF2405A7D532BEE6755F8,APPLE_iPhone12-1,APPLE_iPhone12-1,85.153.205.220,TR,Tekirdag,DEGIRMENALTI MAH.,2023-02-15 16:56:11
NFAPPL-02-IPHONE12=1-99D91FC439DFE9C725128390466C03F45BA6AD65A14AF2405A7D532BEE6755F8,APPLE_iPhone12-1,APPLE_iPhone12-1,212.253.112.77,TR,Istanbul,MERKEZ MAH.,2023-03-04 01:35:57
NFAPPL-02-IPHONE12=1-99D91FC439DFE9C725128390466C03F45BA6AD65A14AF2405A7D532BEE6755F8,APPLE_iPhone12-1,APPLE_iPhone12-1,159.20.68.5,TR,Istanbul,ORHANLI,2023-03-08 22:29:07
NFAPPL-02-IPHONE12=1-99D91FC439DFE9C725128390466C03F45BA6AD65A14AF2405A7D532BEE6755F8,APPLE_iPhone12-1,APPLE_iPhone12-1,5.176.143.160,TR,Kirikkale,AKSEMSETTIN MAH.,2023-05-13 04:00:05
NFAPPL-02-IPHONE12=1-99D91FC439DFE9C725128390466C03F45BA6AD65A14AF2405A7D532BEE6755F8,APPLE_iPhone12-1,APPLE_iPhone12-1,151.135.10.224,TR,Istanbul,YAKACIK,2023-04-19 15:50:53
NFAPPL-02-IPHONE15=3-10B3F45254A9E99502239F1715974CF2E26B6D91BED1771FC54D40810D6B4F2E,APPLE_iPhone15-3,APPLE_iPhone15-3,178.246.161.102,TR,Tekirdag,CUMHURIYET MAH.,2023-11-11 14:30:53
NFAPPL-02-IPHONE15=3-10B3F45254A9E99502239F1715974CF2E26B6D91BED1771FC54D40810D6B4F2E,APPLE_iPhone15-3,APPLE_iPhone15-3,188.119.39.246,TR,Istanbul,FETIHTEPE MAH.,2023-07-07 20:23:36
NFAPPL-02-IPHONE15=3-10B3F45254A9E99502239F1715974CF2E26B6D91BED1771FC54D40810D6B4F2E,APPLE_iPhone15-3,APPLE_iPhone15-3,178.240.33.19,TR,Istanbul,CUMHURIYET MAH.,2023-03-25 10:42:53
NFAPPL-02-IPHONE15=3-10B3F45254A9E99502239F1715974CF2E26B6D91BED1771FC54D40810D6B4F2E,APPLE_iPhone15-3,APPLE_iPhone15-3,188.119.61.143,TR,Istanbul,FETIHTEPE MAH.,2023-07-22 00:32:26
NFCDCH-02-KE6YNGC7P4QVK0YTVWGYKX673R1RYC,chrome-cadmium,chrome-cadmium,95.0.206.241,TR,Istanbul,ISTANBUL,2023-08-09 11:49:05
NFCDCH-02-KKDV1YD1E2861YVAGVTHGF3V74Y49C,chrome-cadmium,chrome-cadmium,95.0.206.241,TR,Istanbul,ISTANBUL,2023-10-11 09:35:45
NFCDCH-02-KKU1CRFKE8D735WVRRVKWC5H6WPGE8,chrome-cadmium,chrome-cadmium,95.0.206.241,TR,Istanbul,ISTANBUL,2023-10-16 09:42:59
NFCDCH-02-KKWWJRAD7Y8J5AQW85YX3R2G00MW3D,chrome-cadmium,chrome-cadmium,95.0.206.241,TR,Istanbul,ISTANBUL,2023-10-17 11:39:35
NFAPPL-01-IPAD12=1-28A576F492E06E8D0B24ABE5A704EAA2E987481C4AF2DD0E809FE30583876222,APPLE_iPad12-1,APPLE_iPad12-1,82.222.97.8,TR,Istanbul,GUVERCINTEPE MAH.,2023-02-22 18:27:24
NFAPPL-01-IPAD12=1-28A576F492E06E8D0B24ABE5A704EAA2E987481C4AF2DD0E809FE30583876222,APPLE_iPad12-1,APPLE_iPad12-1,212.253.113.214,TR,Istanbul,MERKEZ MAH.,2023-07-15 13:36:44
NFAPPL-01-IPAD12=1-28A576F492E06E8D0B24ABE5A704EAA2E987481C4AF2DD0E809FE30583876222,APPLE_iPad12-1,APPLE_iPad12-1,85.153.204.0,TR,Istanbul,MERKEZ MAH.,2023-07-02 19:50:25
NFAPPL-01-IPAD12=1-28A576F492E06E8D0B24ABE5A704EAA2E987481C4AF2DD0E809FE30583876222,APPLE_iPad12-1,APPLE_iPad12-1,85.153.201.233,TR,Istanbul,HAMIDIYE MAH.,2023-06-27 22:04:53
NFAPPL-01-IPAD12=1-28A576F492E06E8D0B24ABE5A704EAA2E987481C4AF2DD0E809FE30583876222,APPLE_iPad12-1,APPLE_iPad12-1,212.253.113.133,TR,Istanbul,KOCASINAN,2023-06-28 02:26:44
NFAPPL-01-IPAD12=1-28A576F492E06E8D0B24ABE5A704EAA2E987481C4AF2DD0E809FE30583876222,APPLE_iPad12-1,APPLE_iPad12-1,82.222.99.29,TR,Istanbul,ISKENDERPASA MAH.,2023-07-05 21:31:47
NFAPPL-01-IPAD12=1-28A576F492E06E8D0B24ABE5A704EAA2E987481C4AF2DD0E809FE30583876222,APPLE_iPad12-1,APPLE_iPad12-1,85.153.200.65,TR,Istanbul,KAGITHANE,2023-09-19 17:34:28
NFAPPL-01-IPAD12=1-28A576F492E06E8D0B24ABE5A704EAA2E987481C4AF2DD0E809FE30583876222,APPLE_iPad12-1,APPLE_iPad12-1,85.153.202.58,TR,Istanbul,CINAR MAH.,2023-09-20 19:19:08
NFAPPL-01-IPAD12=1-28A576F492E06E8D0B24ABE5A704EAA2E987481C4AF2DD0E809FE30583876222,APPLE_iPad12-1,APPLE_iPad12-1,82.222.96.125,TR,Istanbul,MALTEPE MAH.,2023-07-21 15:07:25
NFAPPL-02-IPHONE12=8-0C7A25590B76F4D5A93B61AD9C5A70F7039A5343E8B1639CCEEDFC8D2DB5C8FA,APPLE_iPhone12-8,APPLE_iPhone12-8,85.153.206.71,TR,Istanbul,KATIPKASIM MAH.,2023-11-04 14:35:34
NFAPPL-02-IPHONE12=8-0C7A25590B76F4D5A93B61AD9C5A70F7039A5343E8B1639CCEEDFC8D2DB5C8FA,APPLE_iPhone12-8,APPLE_iPhone12-8,5.46.152.243,TR,Istanbul,YAKUPLU,2023-11-04 11:55:32
NFAPPL-02-IPHONE12=8-0C7A25590B76F4D5A93B61AD9C5A70F7039A5343E8B1639CCEEDFC8D2DB5C8FA,APPLE_iPhone12-8,APPLE_iPhone12-8,82.222.96.39,TR,Istanbul,MERKEZ MAH.,2023-09-11 18:14:08
NFCDCH-02-K1EDVY9R5LVV7E1HVDD139LCH7JU7J,chrome-cadmium,chrome-cadmium,95.0.206.241,TR,Istanbul,ISTANBUL,2023-03-19 08:21:44
NFCDCH-02-KE11T5M6C18C6F0N0E0KUQV0NM9LW3,chrome-cadmium,chrome-cadmium,95.0.206.241,TR,Istanbul,ISTANBUL,2023-08-07 05:55:26
NFCDCH-02-KHQYC1Q30RMJY77L78D9ULND9FE0EP,chrome-cadmium,chrome-cadmium,95.0.206.241,TR,Istanbul,ISTANBUL,2023-09-21 08:06:48
NFPS5-001-3ZHM8FLAJGNW2L6URLMFT6LQPD,PS5 Gemini,PS5 Gemini,188.119.39.246,TR,Istanbul,FETIHTEPE MAH.,2023-07-07 15:54:57
NFPS5-001-3ZHM8FLAJGNW2L6URLMFT6LQPD,PS5 Gemini,PS5 Gemini,188.119.61.165,TR,Istanbul,KULTUR MAH.,2023-06-16 22:21:31
NFPS5-001-3ZHM8FLAJGNW2L6URLMFT6LQPD,PS5 Gemini,PS5 Gemini,188.119.61.143,TR,Istanbul,FETIHTEPE MAH.,2023-07-16 09:50:11
NFPS5-001-3ZHM8FLAJGNW2L6URLMFT6LQPD,PS5 Gemini,PS5 Gemini,188.119.60.14,TR,Istanbul,MERKEZ MAH.,2023-05-06 15:26:16
NFPS5-001-3ZHM8FLAJGNW2L6URLMFT6LQPD,PS5 Gemini,PS5 Gemini,188.119.39.246,TR,Istanbul,TARABYA,2023-07-12 16:30:38
NFPS5-001-3ZHM8FLAJGNW2L6URLMFT6LQPD,PS5 Gemini,PS5 Gemini,188.119.39.199,TR,Istanbul,HAMIDIYE MAH.,2023-07-28 20:16:11
NFPS5-001-3ZHM8FLAJGNW2L6URLMFT6LQPD,PS5 Gemini,PS5 Gemini,188.119.39.242,TR,Istanbul,CUMHURIYET MAH.,2023-08-03 17:39:06
NFPS5-001-3ZHM8FLAJGNW2L6URLMFT6LQPD,PS5 Gemini,PS5 Gemini,188.119.60.167,TR,Istanbul,FETIHTEPE MAH.,2023-04-30 18:09:10
NFPS5-001-3ZHM8FLAJGNW2L6URLMFT6LQPD,PS5 Gemini,PS5 Gemini,188.119.61.165,TR,Istanbul,GURSEL MAH.,2023-06-11 14:18:03
NFPS5-001-3ZHM8FLAJGNW2L6URLMFT6LQPD,PS5 Gemini,PS5 Gemini,188.119.40.175,TR,Istanbul,MESRUTIYET MAH.,2023-08-07 17:38:15
NFPS5-001-3ZHM8FLAJGNW2L6URLMFT6LQPD,PS5 Gemini,PS5 Gemini,188.119.39.66,TR,Istanbul,DUATEPE MAH.,2023-03-23 19:50:36
NFUWA-001-3B354A89C7FE6AA8DAD9C66A807007C75D8DE777E36A2B4642EFB909696EF068,windows-uwa,windows-uwa,85.153.204.63,TR,Istanbul,BASAK MAH.,2023-10-08 13:30:48
NFUWA-001-3B354A89C7FE6AA8DAD9C66A807007C75D8DE777E36A2B4642EFB909696EF068,windows-uwa,windows-uwa,82.222.97.145,TR,Tekirdag,VAKIFLAR,2023-09-10 19:20:27
NFUWA-001-3B354A89C7FE6AA8DAD9C66A807007C75D8DE777E36A2B4642EFB909696EF068,windows-uwa,windows-uwa,188.119.39.66,TR,Istanbul,DUATEPE MAH.,2023-04-26 20:24:08
NFAPPL-01-IPAD13=16-EAE1927974EDF83B1E5D01AC6E2B2F4CA4D24D438C956502010C771FD9840584,APPLE_iPad13-16,APPLE_iPad13-16,178.240.15.61,TR,Edirne,ISPAT CAMI MAH.,2023-10-15 14:15:17
NFAPPL-01-IPAD13=16-EAE1927974EDF83B1E5D01AC6E2B2F4CA4D24D438C956502010C771FD9840584,APPLE_iPad13-16,APPLE_iPad13-16,85.153.206.71,TR,Istanbul,KATIPKASIM MAH.,2023-11-10 21:51:06
NFAPPL-01-IPAD13=16-EAE1927974EDF83B1E5D01AC6E2B2F4CA4D24D438C956502010C771FD9840584,APPLE_iPad13-16,APPLE_iPad13-16,178.240.31.68,TR,Istanbul,FATIH MAH.,2023-10-21 21:44:54
NFAPPL-01-IPAD13=16-EAE1927974EDF83B1E5D01AC6E2B2F4CA4D24D438C956502010C771FD9840584,APPLE_iPad13-16,APPLE_iPad13-16,91.93.230.136,TR,Tekirdag,VAKIFLAR,2023-10-25 09:54:46
NFAPPL-01-IPAD13=16-EAE1927974EDF83B1E5D01AC6E2B2F4CA4D24D438C956502010C771FD9840584,APPLE_iPad13-16,APPLE_iPad13-16,2a02:a03f:e985:5000:1143:c0b2:6991:8f0,BE,Oost-vlaanderen,GENT,2023-09-05 01:10:37
NFAPPL-01-IPAD13=16-EAE1927974EDF83B1E5D01AC6E2B2F4CA4D24D438C956502010C771FD9840584,APPLE_iPad13-16,APPLE_iPad13-16,178.243.254.34,TR,Tekirdag,CUMHURIYET MAH.,2023-09-15 21:34:43
NFCDCH-02-JRLYMCEE7NQ53M0K11KR1GV4R0W2M2,chrome-cadmium,chrome-cadmium,24.133.129.163,TR,Istanbul,HAMIDIYE MAH.,2023-12-05 15:48:33
NFCDCH-02-JRLYMCEE7NQ53M0K11KR1GV4R0W2M2,chrome-cadmium,chrome-cadmium,24.133.129.163,TR,Istanbul,HAMIDIYE MAH.,2023-12-07 01:05:44
NFCDCH-02-JRLYMCEE7NQ53M0K11KR1GV4R0W2M2,chrome-cadmium,chrome-cadmium,24.133.129.100,TR,Istanbul,SISLI,2023-11-07 12:26:33
NFCDCH-02-JRLYMCEE7NQ53M0K11KR1GV4R0W2M2,chrome-cadmium,chrome-cadmium,24.133.129.120,TR,Istanbul,ISTINYE,2023-03-08 11:01:26
NFCDCH-02-JRLYMCEE7NQ53M0K11KR1GV4R0W2M2,chrome-cadmium,chrome-cadmium,24.133.129.120,TR,Istanbul,SISLI,2023-02-18 16:55:08
NFCDCH-02-JRLYMCEE7NQ53M0K11KR1GV4R0W2M2,chrome-cadmium,chrome-cadmium,24.133.129.120,TR,Istanbul,ESENTEPE MAH.,2023-08-01 22:29:42
NFCDCH-02-JYZMP7NVMD0CTJ22AP7N1ATA67QD5C,chrome-cadmium,chrome-cadmium,95.0.206.241,TR,Istanbul,ISTANBUL,2023-02-17 19:20:17
NFCDCH-02-KCTFE0DF3XMUT63CRUDKFE0VH6RLT3,chrome-cadmium,chrome-cadmium,95.0.206.241,TR,Istanbul,ISTANBUL,2023-07-23 05:25:36
NFCDCH-02-KGXT7ZKEL30Q42U4TU1XE0L76XPL39,chrome-cadmium,chrome-cadmium,95.0.206.241,TR,Istanbul,ISTANBUL,2023-09-11 10:03:50
NFCDCH-02-KHKQ8A2Y0J3VKTKM7TLL5UTETNMM4U,chrome-cadmium,chrome-cadmium,95.0.206.241,TR,Istanbul,ISTANBUL,2023-09-19 08:35:29
NFCDCH-02-KE9CUUYCX2M9FL8YGA4GTNQMRP64VU,chrome-cadmium,chrome-cadmium,95.0.206.241,TR,Istanbul,ISTANBUL,2023-08-10 09:35:57
NFAPPL-01-IPAD13=16-26D9A230F744819A88C005D8F68C4AD4C4F95F19C6FB09F94CAC888CFB49B2CB,APPLE_iPad13-16,APPLE_iPad13-16,82.222.99.79,TR,Istanbul,ISKENDERPASA MAH.,2023-08-04 23:59:37
NFAPPL-01-IPAD13=16-26D9A230F744819A88C005D8F68C4AD4C4F95F19C6FB09F94CAC888CFB49B2CB,APPLE_iPad13-16,APPLE_iPad13-16,188.119.60.14,TR,Istanbul,MERKEZ MAH.,2023-05-18 19:51:29
NFAPPL-01-IPAD13=16-26D9A230F744819A88C005D8F68C4AD4C4F95F19C6FB09F94CAC888CFB49B2CB,APPLE_iPad13-16,APPLE_iPad13-16,82.222.99.146,TR,Istanbul,GOKTURK,2023-06-08 22:01:20
NFAPPL-01-IPAD13=16-26D9A230F744819A88C005D8F68C4AD4C4F95F19C6FB09F94CAC888CFB49B2CB,APPLE_iPad13-16,APPLE_iPad13-16,78.186.50.73,TR,Istanbul,HUZUR MAH.,2023-03-04 18:14:53
NFAPPL-01-IPAD13=16-26D9A230F744819A88C005D8F68C4AD4C4F95F19C6FB09F94CAC888CFB49B2CB,APPLE_iPad13-16,APPLE_iPad13-16,188.119.40.175,TR,Istanbul,MESRUTIYET MAH.,2023-08-09 13:33:37
NFAPPL-01-IPAD13=16-26D9A230F744819A88C005D8F68C4AD4C4F95F19C6FB09F94CAC888CFB49B2CB,APPLE_iPad13-16,APPLE_iPad13-16,188.119.39.246,TR,Istanbul,FETIHTEPE MAH.,2023-07-08 01:09:51
NFAPPL-01-IPAD13=16-26D9A230F744819A88C005D8F68C4AD4C4F95F19C6FB09F94CAC888CFB49B2CB,APPLE_iPad13-16,APPLE_iPad13-16,85.153.201.229,TR,Istanbul,MERKEZ MAH.,2023-06-03 23:40:47
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,85.153.200.121,TR,Istanbul,MADEN MAH.,2023-04-06 19:00:49
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,85.153.205.230,TR,Istanbul,BASAK MAH.,2023-10-23 17:32:46
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,85.153.206.115,TR,Istanbul,KONAKLAR MAH.,2023-07-31 20:00:27
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,85.153.207.147,TR,Istanbul,BASAK MAH.,2023-11-23 18:40:17
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,85.153.204.112,TR,Istanbul,HALKALI,2023-07-20 18:08:38
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,85.153.207.4,TR,Istanbul,MERKEZ MAH.,2023-06-10 04:02:53
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,82.222.98.248,TR,Tekirdag,ATATURK MAH.,2023-03-28 20:12:14
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,85.153.203.109,TR,Tekirdag,ATATURK MAH.,2023-10-30 17:15:51
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,85.153.201.123,TR,Istanbul,GUVERCINTEPE MAH.,2023-05-16 16:09:26
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,82.222.98.235,TR,Istanbul,SILIVRI,2023-05-07 20:37:51
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,82.222.99.151,TR,Istanbul,CEBECI MAH.,2023-05-26 19:40:58
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,85.153.202.174,TR,Istanbul,KARAGUMRUK,2023-10-18 16:21:45
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,85.153.207.133,TR,Istanbul,HARMANTEPE MAH.,2023-06-07 19:43:33
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,85.153.205.220,TR,Tekirdag,DEGIRMENALTI MAH.,2023-02-18 18:53:21
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,82.222.99.79,TR,Istanbul,ISKENDERPASA MAH.,2023-08-07 14:41:27
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,212.253.112.134,TR,Istanbul,HAMIDIYE MAH.,2023-10-05 16:11:24
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,82.222.99.225,TR,Istanbul,COBANCESME MAH.,2023-06-06 19:16:45
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,85.153.206.169,TR,Istanbul,EMNIYETEVLERI MAH.,2023-04-24 19:56:13
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,82.222.96.125,TR,Istanbul,MALTEPE MAH.,2023-07-21 16:03:59
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,85.153.200.243,TR,Istanbul,FATIH MAH.,2023-10-21 20:01:01
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,82.222.99.7,TR,Tekirdag,CORLU,2023-06-29 06:32:40
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,85.153.206.71,TR,Istanbul,BASAK MAH.,2023-11-13 19:44:19
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,85.153.207.120,TR,Istanbul,HAMIDIYE MAH.,2023-07-13 17:19:32
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,212.253.112.49,TR,Istanbul,IKITELLI,2023-04-08 21:20:08
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,85.153.207.235,TR,Istanbul,HALKALI,2023-10-24 15:08:38
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,82.222.99.144,TR,Istanbul,KARADOLAP MAH.,2023-03-30 20:12:53
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,85.153.203.172,TR,Istanbul,BASAK MAH.,2023-10-03 17:29:44
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,85.153.205.255,TR,Istanbul,YENIBOSNA,2023-04-28 19:58:18
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,212.253.112.77,TR,Istanbul,BIRLIK MAH.,2023-03-08 19:15:07
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,212.253.113.139,TR,Istanbul,KUCUKCEKMECE,2023-06-02 16:33:25
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,82.222.96.169,TR,Istanbul,GUVERCINTEPE MAH.,2023-05-03 14:35:03
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,85.153.206.239,TR,Istanbul,DUGMECILER MAH.,2023-10-17 13:15:27
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,82.222.97.8,TR,Istanbul,GUVERCINTEPE MAH.,2023-02-19 18:08:54
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,82.222.97.23,TR,Istanbul,TESVIKIYE,2023-10-06 16:44:14
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,85.153.206.71,TR,Istanbul,ANADOLU MAH.,2023-11-19 15:33:46
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,85.153.203.236,TR,Istanbul,ATATURK MAH.,2023-10-20 13:41:40
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,85.153.202.126,TR,Istanbul,MERKEZ MAH.,2023-07-20 21:30:39
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,85.153.206.16,TR,Tekirdag,ATATURK MAH.,2023-07-06 18:38:55
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,85.153.200.152,TR,Istanbul,CUMHURIYET MAH.,2023-06-26 18:30:04
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,85.153.207.147,TR,Istanbul,ATAKOY 7-8-9-10. KISIM MAH.,2023-12-03 20:11:40
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,82.222.99.146,TR,Istanbul,GUVERCINTEPE MAH.,2023-04-05 19:29:35
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,85.153.203.230,TR,Istanbul,YEDIKULE,2023-05-02 19:02:25
NFAPPL-01-IPAD5=3-0DDB908CEF28654CB6B03CCD4ADCB621CB1F8602F11A91F5302FFD8025B97A82,iPad Air 2 WiFi,iPad Air 2 WiFi,82.222.98.131,TR,Istanbul,CEBECI MAH.,2023-07-04 16:52:39
